L105249	109	12790	88
L105249	109	13040	2
L105249	109	13210	454
L105249	109	23760	10
L105249	109	23940	48
L105249	109	23970	5
L105249	109	24070	17
L105249	109	24080	1
L105249	109	24500	22
L105249	109	24740	8
L105249	109	34040	14
L105249	109	35490	1
L105249	109	37160	6
L105249	109	37940	229
L105249	109	38440	675
L105249	109	39330	69
L105249	109	39480	74
L105249	109	39570	2
L105249	109	39580	23
L105249	109	39630	27
L105249	109	39660	1
L105249	109	40130	43
L105249	109	40320	4
L105249	109	40450	1
L105249	109	40860	6
L105249	109	40870	36
L105249	109	41520	246
L105249	109	41860	2
L105249	109	42380	782
L105249	109	42600	112
L105249	109	42750	9
L105249	109	43010	843
L105249	109	43360	902
L105249	109	43820	41
L105249	109	44040	23
L105249	109	49770	29
L105249	109	50020	400
L105249	109	50070	105
L105249	109	50110	1
L105249	109	50200	2
L105249	109	50500	113
L105249	109	50520	106
L105249	109	50540	120
L105249	109	50580	3
L105249	109	50690	74
L105249	109	51220	127
L105249	109	51520	170
L105249	109	51650	167
L105249	109	51760	38
L105249	109	51770	454
L105249	109	51780	119
L105249	109	52120	78
L105249	109	52763	235
L105249	109	53230	4
L105249	109	53270	117
L105249	109	53710	70
L105249	109	54150	42
L105252	109	3490	3
L105252	109	12790	167
L105252	109	13040	84
L105252	109	13210	105
L105252	109	16010	1
L105252	109	23760	1
L105252	109	23940	26
L105252	109	23970	3
L105252	109	24070	24
L105252	109	24080	4
L105252	109	24500	45
L105252	109	24740	19
L105252	109	34040	3
L105252	109	37940	78
L105252	109	38440	235
L105252	109	39330	26
L105252	109	39480	42
L105252	109	39580	13
L105252	109	39660	4
L105252	109	40130	23
L105252	109	40320	2
L105252	109	40450	4
L105252	109	40860	26
L105252	109	40870	3
L105252	109	41520	66
L105252	109	41860	11
L105252	109	42380	46
L105252	109	42580	1
L105252	109	42600	41
L105252	109	42750	1
L105252	109	43010	949
L105252	109	43360	51
L105252	109	43820	33
L105252	109	49770	4
L105252	109	50010	3
L105252	109	50020	15
L105252	109	50070	22
L105252	109	50200	7
L105252	109	50310	3
L105252	109	50450	6
L105252	109	50500	33
L105252	109	50510	5
L105252	109	50540	197
L105252	109	50570	1
L105252	109	50580	237
L105252	109	50690	451
L105252	109	51220	135
L105252	109	51520	100
L105252	109	51650	236
L105252	109	51760	1
L105252	109	51780	1
L105252	109	53230	1
L105252	109	53270	15
L105252	109	53440	1
L105252	109	53520	1
L105252	109	53710	93
L105252	109	54150	22
L105254	109	3490	34
L105254	109	13210	311
L105254	109	23940	29
L105254	109	23970	9
L105254	109	24070	71
L105254	109	24080	5
L105254	109	24500	79
L105254	109	24740	22
L105254	109	34040	80
L105254	109	35050	1
L105254	109	37200	1
L105254	109	37440	5
L105254	109	37940	8
L105254	109	38440	14
L105254	109	38540	2
L105254	109	38720	1
L105254	109	38880	6750
L105254	109	39330	182
L105254	109	39480	12
L105254	109	39630	26
L105254	109	39660	1
L105254	109	40130	149
L105254	109	40320	26
L105254	109	40450	14
L105254	109	40490	7
L105254	109	40540	15
L105254	109	40860	33
L105254	109	40870	70
L105254	109	41120	1
L105254	109	41520	9
L105254	109	41860	62
L105254	109	42380	1363
L105254	109	42580	133
L105254	109	42600	3
L105254	109	42750	5
L105254	109	43010	483
L105254	109	43230	188
L105254	109	43360	8
L105254	109	43500	9
L105254	109	43820	2600
L105254	109	44040	7
L105254	109	44080	2
L105254	109	44300	26
L105254	109	49770	34
L105254	109	50020	3
L105254	109	50070	14
L105254	109	50200	231
L105254	109	50450	13
L105254	109	50500	306
L105254	109	50510	1
L105254	109	50520	400
L105254	109	50540	107
L105254	109	50690	11
L105254	109	51220	52
L105254	109	51520	3000
L105254	109	51650	83
L105254	109	51780	10
L105254	109	51810	21
L105254	109	53520	41
L105254	109	53710	176
L105355	109	3360	24
L105355	109	12790	214
L105355	109	13040	15
L105355	109	13210	327
L105355	109	23760	22
L105355	109	23940	82
L105355	109	23970	37
L105355	109	24070	38
L105355	109	24080	6
L105355	109	24500	55
L105355	109	24740	18
L105355	109	34040	25
L105355	109	37160	2
L105355	109	37440	3
L105355	109	37940	178
L105355	109	38440	301
L105355	109	38540	20
L105355	109	39330	196
L105355	109	39480	149
L105355	109	39570	1
L105355	109	39580	35
L105355	109	39630	52
L105355	109	39660	3
L105355	109	40130	109
L105355	109	40320	11
L105355	109	40450	10
L105355	109	40490	1
L105355	109	40860	87
L105355	109	40870	102
L105355	109	41520	215
L105355	109	41860	21
L105355	109	42380	368
L105355	109	42600	114
L105355	109	42750	4
L105355	109	43010	540
L105355	109	43230	2
L105355	109	43360	739
L105355	109	43820	232
L105355	109	44040	27
L105355	109	44080	1
L105355	109	44300	5
L105355	109	49770	59
L105355	109	50020	181
L105355	109	50070	188
L105355	109	50110	8
L105355	109	50200	133
L105355	109	50450	5
L105355	109	50500	288
L105355	109	50510	1
L105355	109	50520	131
L105355	109	50540	169
L105355	109	50580	5
L105355	109	50690	28
L105355	109	51220	221
L105355	109	51520	76
L105355	109	51650	105
L105355	109	51770	1
L105355	109	51780	1114
L105355	109	52120	3
L105355	109	52763	5000
L105355	109	53270	18
L105355	109	53520	142
L105355	109	53710	202
L105355	109	54150	21
L105358	109	12790	65
L105358	109	13040	3
L105358	109	13210	74
L105358	109	13260	8
L105358	109	21660	1
L105358	109	23760	7
L105358	109	23940	69
L105358	109	23970	10
L105358	109	24070	28
L105358	109	24500	11
L105358	109	24740	14
L105358	109	34040	43
L105358	109	37160	11
L105358	109	37200	1
L105358	109	37440	5
L105358	109	37940	71
L105358	109	38440	41
L105358	109	38540	4
L105358	109	38880	191
L105358	109	39330	80
L105358	109	39480	21
L105358	109	39630	4
L105358	109	40130	55
L105358	109	40320	8
L105358	109	40450	1
L105358	109	40490	15
L105358	109	40540	3
L105358	109	40870	70
L105358	109	41120	9
L105358	109	41520	59
L105358	109	41860	5
L105358	109	42380	200
L105358	109	42580	11
L105358	109	42600	75
L105358	109	42750	8
L105358	109	43010	60
L105358	109	43230	27
L105358	109	43360	4
L105358	109	43500	16
L105358	109	43820	365
L105358	109	44040	131
L105358	109	44300	3
L105358	109	49770	1
L105358	109	50020	136
L105358	109	50200	47
L105358	109	50500	9
L105358	109	50510	2
L105358	109	50520	20
L105358	109	50540	53
L105358	109	50690	6
L105358	109	51220	144
L105358	109	51520	2250
L105358	109	51650	3
L105358	109	51780	687
L105358	109	51810	35
L105358	109	51840	180
L105358	109	52120	64
L105358	109	53710	85
L105358	109	54150	13
L105359	109	3470	731
L105359	109	12790	2376
L105359	109	13040	400
L105359	109	13210	7681
L105359	109	13260	13
L105359	109	13270	14
L105359	109	13290	3
L105359	109	16010	10
L105359	109	17980	12
L105359	109	21530	40
L105359	109	21540	7
L105359	109	21770	8
L105359	109	23910	116
L105359	109	23980	2
L105359	109	24050	30
L105359	109	24500	40
L105359	109	24550	16
L105359	109	24600.99	3
L105359	109	33920	1
L105359	109	34030	85
L105359	109	34050	85
L105359	109	34060	5
L105359	109	35050	1
L105359	109	37160	25
L105359	109	38580	7
L105359	109	38720	361
L105359	109	38880	2
L105359	109	39080	122
L105359	109	39520	143
L105359	109	39760	27
L105359	109	39830	16
L105359	109	39860	3
L105359	109	40270	10
L105359	109	40320	20
L105359	109	40540	102
L105359	109	40870	83
L105359	109	41120	3
L105359	109	41170	43
L105359	109	41860	3
L105359	109	42600	38
L105359	109	42820	9
L105359	109	42870	7
L105359	109	43010	2021
L105359	109	43230	550
L105359	109	43410	5
L105359	109	43500	73
L105359	109	43740	2
L105359	109	43820	989
L105359	109	43880	1
L105359	109	44300	21
L105359	109	49680	2
L105359	109	49710	2
L105359	109	49830	406
L105359	109	50020	6
L105359	109	50040	73
L105359	109	50110	182
L105359	109	50120	107
L105359	109	50130	37
L105359	109	50200	104
L105359	109	50500	176
L105359	109	50510	38
L105359	109	50520	3
L105359	109	50580	1631
L105359	109	50660	1
L105359	109	50690	9
L105359	109	51220	27
L105359	109	51230	1
L105359	109	51520	16767
L105359	109	51650	1
L105359	109	51700	551
L105359	109	51720	16465
L105359	109	51770	2228
L105359	109	51840	2142
L105359	109	52120	131
L105359	109	53270	598
L105359	109	53690	83
L105359	109	53710	1
L105359	109	54150	956
L105360	109	3360	786
L105360	109	3430	19
L105360	109	3490	276
L105360	109	12790	33
L105360	109	13040	72
L105360	109	13170	12
L105360	109	13210	341
L105360	109	16010	26
L105360	109	23930	16
L105360	109	23940	12
L105360	109	23970	1
L105360	109	24050	21
L105360	109	24070	3
L105360	109	24500	44
L105360	109	34040	3
L105360	109	34050	1
L105360	109	37160	24
L105360	109	37940	6
L105360	109	38440	86
L105360	109	38720	25
L105360	109	39330	17
L105360	109	39500	36
L105360	109	39520	1
L105360	109	40130	3
L105360	109	40270	29
L105360	109	40450	1
L105360	109	40540	3
L105360	109	40870	17
L105360	109	41520	23
L105360	109	41860	1
L105360	109	42380	39
L105360	109	42600	37
L105360	109	42750	15
L105360	109	43010	244
L105360	109	43230	1
L105360	109	43360	24
L105360	109	43820	6
L105360	109	49710	8
