[26, 18, 12, 12, 4, 4, 4, 3, 3, 3, 3, 3, 3, 2, 0, 0, 0, 0, 0, 0]
[36, 21, 11, 9, 7, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[30, 23, 14, 6, 6, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]
[20, 8, 8, 8, 8, 7, 7, 5, 5, 5, 3, 3, 3, 2, 2, 2, 2, 2, 0, 0]
[32, 19, 14, 11, 6, 3, 3, 2, 2, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0]
[24, 17, 10, 9, 5, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 1, 0, 0, 0, 0]
[29, 13, 12, 12, 12, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[24, 19, 12, 8, 7, 6, 5, 5, 4, 4, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0]
[30, 20, 20, 11, 7, 3, 3, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[18, 12, 10, 10, 10, 7, 7, 7, 5, 5, 3, 2, 2, 1, 1, 0, 0, 0, 0, 0]
[20, 17, 11, 7, 7, 6, 5, 5, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 0, 0]
[37, 22, 8, 7, 7, 7, 5, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[23, 18, 7, 6, 6, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0]
[15, 15, 15, 15, 7, 6, 6, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 0]
[15, 15, 15, 12, 9, 6, 5, 4, 4, 3, 2, 2, 2, 2, 2, 1, 1, 0, 0, 0]
[44, 16, 12, 7, 7, 7, 4, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[11, 11, 9, 9, 8, 6, 6, 5, 5, 5, 5, 3, 3, 3, 3, 3, 2, 1, 1, 1]
[28, 24, 11, 9, 5, 4, 4, 4, 3, 3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0]
[21, 17, 11, 11, 11, 8, 8, 4, 3, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]
[29, 25, 17, 6, 5, 3, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]
[25, 22, 15, 14, 7, 5, 5, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
