[28, 12, 6, 6, 5, 5, 5, 5, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2]
[21, 10, 9, 8, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1]
[11, 10, 10, 8, 7, 7, 7, 7, 5, 5, 4, 4, 4, 3, 3, 1, 1, 1, 1, 1]
[17, 13, 11, 9, 8, 8, 7, 5, 5, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]
[26, 14, 11, 11, 6, 5, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]
[21, 16, 10, 7, 7, 4, 4, 4, 4, 4, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1]
[12, 12, 11, 9, 9, 7, 7, 6, 5, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1]
[25, 24, 10, 9, 4, 4, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]
[41, 9, 9, 5, 5, 5, 5, 5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]
[14, 14, 14, 10, 9, 9, 8, 6, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]
[24, 23, 12, 8, 7, 5, 5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[15, 12, 11, 7, 7, 6, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2]
[24, 15, 11, 6, 6, 5, 5, 5, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]
[37, 18, 13, 4, 4, 4, 4, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[24, 19, 8, 6, 6, 6, 6, 5, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]
[22, 15, 14, 14, 10, 5, 4, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[14, 9, 9, 9, 7, 6, 5, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 2, 1, 1]
[37, 7, 6, 5, 5, 5, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]
[22, 16, 11, 8, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1]
[22, 18, 13, 11, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[24, 13, 13, 10, 9, 7, 6, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[22, 15, 12, 9, 8, 7, 6, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]
