[11, 10, 7, 6, 6, 3, 3, 2, 1, 1]
[16, 11, 7, 5, 5, 2, 2, 1, 1, 0]
[29, 8, 4, 4, 3, 2, 0, 0, 0, 0]
[9, 9, 8, 6, 5, 3, 3, 3, 2, 2]
[25, 10, 5, 4, 4, 2, 0, 0, 0, 0]
[20, 13, 5, 5, 3, 1, 1, 1, 1, 0]
[9, 8, 6, 6, 6, 5, 3, 3, 2, 2]
[18, 9, 7, 5, 5, 4, 2, 0, 0, 0]
[21, 7, 6, 4, 4, 4, 2, 2, 0, 0]
[20, 11, 8, 2, 2, 2, 2, 1, 1, 1]
[25, 11, 6, 5, 1, 1, 1, 0, 0, 0]
[18, 10, 8, 6, 2, 2, 2, 1, 1, 0]
[25, 7, 6, 2, 2, 2, 2, 2, 1, 1]
[17, 13, 7, 4, 3, 3, 3, 0, 0, 0]
[18, 14, 8, 4, 2, 1, 1, 1, 1, 0]
[16, 10, 5, 5, 3, 3, 3, 3, 1, 1]
[14, 12, 8, 7, 4, 4, 1, 0, 0, 0]
[17, 12, 9, 4, 3, 2, 2, 1, 0, 0]
[10, 10, 7, 6, 4, 4, 4, 3, 2, 0]
[38, 3, 3, 3, 1, 1, 1, 0, 0, 0]
[23, 9, 7, 5, 2, 2, 1, 1, 0, 0]
[14, 12, 7, 4, 4, 3, 3, 2, 1, 0]
[18, 13, 7, 2, 2, 2, 2, 2, 1, 1]
[19, 12, 6, 3, 3, 3, 1, 1, 1, 1]
[20, 13, 8, 4, 3, 1, 1, 0, 0, 0]
[16, 10, 6, 6, 3, 3, 2, 2, 2, 0]
[28, 10, 7, 4, 1, 0, 0, 0, 0, 0]
[14, 12, 6, 5, 5, 3, 2, 1, 1, 1]
[15, 15, 5, 5, 5, 1, 1, 1, 1, 1]
[16, 13, 6, 4, 4, 3, 3, 1, 0, 0]
[23, 13, 8, 3, 3, 0, 0, 0, 0, 0]
[17, 14, 14, 3, 1, 1, 0, 0, 0, 0]
[13, 8, 6, 5, 4, 4, 3, 3, 2, 2]
[21, 11, 4, 4, 4, 4, 1, 1, 0, 0]
[16, 10, 7, 5, 4, 4, 2, 1, 1, 0]
[12, 11, 8, 6, 6, 5, 1, 1, 0, 0]
[21, 7, 6, 5, 5, 2, 2, 1, 1, 0]
[20, 12, 11, 3, 2, 2, 0, 0, 0, 0]
[28, 7, 7, 4, 2, 2, 0, 0, 0, 0]
[10, 9, 7, 6, 5, 4, 3, 3, 3, 0]
[15, 7, 7, 7, 5, 5, 1, 1, 1, 1]
